,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,poutcome
18048,52,9,1,1,0,420,0,0,15,8,4,-1,0,3
18049,27,8,2,1,0,585,0,0,27,4,3,-1,0,3
18050,32,4,1,2,0,141,1,1,21,1,13,-1,0,3
18051,33,9,1,1,0,218,1,1,1,7,4,-1,0,3
18052,32,1,1,0,0,1261,1,0,20,9,1,182,1,0
18053,32,4,2,2,0,933,1,0,11,8,4,307,1,0
18054,39,9,2,1,0,0,0,0,24,1,9,-1,0,3
18055,33,1,1,1,0,0,1,1,10,5,1,-1,0,3
18056,53,1,1,1,0,3036,1,0,20,9,2,190,1,1
18057,37,9,0,1,0,4965,0,0,5,1,2,-1,0,3
18058,57,4,0,2,0,461,1,0,20,8,10,-1,0,3
18059,36,9,2,2,0,3241,1,1,16,0,2,-1,0,3
18060,26,7,1,1,1,27,1,0,14,5,3,-1,0,3
18061,57,4,1,2,0,0,0,1,29,4,2,197,2,1
18062,26,8,2,1,0,100,0,0,25,8,1,-1,0,3
18063,58,9,1,0,1,-247,0,0,5,6,1,-1,0,3
18064,33,0,1,1,0,-370,1,0,6,8,1,345,1,0
18065,45,4,2,2,0,1088,0,0,13,8,1,-1,0,3
18066,44,1,0,1,0,-184,1,0,17,9,2,154,3,1
18067,29,4,2,2,0,2955,0,0,28,0,2,-1,0,3
18068,31,1,2,1,0,184,1,0,14,8,1,-1,0,3
18069,28,0,1,1,0,172,1,0,18,10,2,-1,0,3
18070,60,6,2,1,0,27,0,0,21,1,2,-1,0,3
18071,46,4,1,2,0,-591,0,0,8,5,1,-1,0,3
18072,33,9,1,1,0,6419,0,0,6,1,3,-1,0,3
18073,38,0,1,1,0,137,1,0,30,5,22,-1,0,3
18074,31,7,1,1,0,272,1,0,12,8,12,-1,0,3
18075,36,9,1,0,0,3350,1,0,15,0,1,269,3,1
18076,36,6,0,1,0,-38,1,0,17,9,2,-1,0,3
18077,43,0,1,1,0,817,1,1,20,9,1,-1,0,3
18078,29,0,1,1,0,708,1,0,3,6,1,-1,0,3
18079,32,9,0,2,0,53,0,0,21,1,2,-1,0,3
18080,38,1,2,1,0,10,0,0,7,5,3,-1,0,3
18081,33,1,1,1,0,320,1,1,25,8,3,-1,0,3
18082,60,3,1,0,0,0,0,0,17,6,1,-1,0,3
18083,55,3,1,0,0,1642,0,0,12,1,2,-1,0,3
18084,60,0,1,1,0,1025,0,0,5,1,8,-1,0,3
18085,28,1,2,0,0,551,0,0,3,8,3,-1,0,3
18086,39,1,1,0,0,317,1,0,12,8,3,-1,0,3
18087,24,7,2,1,0,0,0,0,15,8,1,-1,0,3
18088,35,4,1,2,0,-196,1,0,21,5,2,-1,0,3
18089,46,9,0,2,0,405,1,0,14,8,1,-1,0,3
18090,28,7,2,1,0,348,1,0,20,8,2,-1,0,3
18091,55,1,1,0,0,145,0,0,1,3,3,5,2,1
18092,34,1,1,1,0,855,0,1,13,5,3,-1,0,3
18093,37,4,2,2,0,4543,1,0,7,8,1,340,5,0
18094,49,1,1,0,0,902,0,0,8,6,2,-1,0,3
18095,44,1,1,0,0,276,1,0,29,5,2,-1,0,3
18096,32,9,1,1,0,687,0,0,19,1,4,-1,0,3
18097,31,9,2,2,0,4979,0,1,26,1,2,-1,0,3
18098,42,9,2,1,0,275,0,0,28,5,3,-1,0,3
18099,30,4,1,2,0,1165,1,1,13,1,2,-1,0,3
18100,41,4,1,2,0,881,0,0,7,1,2,-1,0,3
18101,44,9,1,2,0,1818,1,1,2,9,2,83,2,0
18102,36,9,2,1,0,125,1,0,14,8,3,-1,0,3
18103,47,1,1,0,0,4157,0,0,10,6,3,-1,0,3
18104,80,5,1,0,0,155,0,0,8,2,2,-1,0,3
18105,37,0,2,1,0,528,1,0,20,9,1,-1,0,3
18106,50,6,2,1,0,0,1,0,18,9,2,-1,0,3
18107,46,0,0,1,0,207,1,0,6,8,4,-1,0,3
18108,41,3,1,0,0,15,0,1,16,5,3,-1,0,3
18109,49,5,1,1,0,993,1,1,7,8,1,301,2,1
18110,42,0,2,1,0,150,0,1,28,5,2,-1,0,3
18111,39,0,1,1,0,1595,1,0,4,6,2,-1,0,3
18112,53,9,1,0,0,311,0,0,27,4,3,-1,0,3
18113,54,9,1,1,0,1331,1,0,24,5,2,-1,0,3
18114,35,1,1,0,0,51,1,0,27,8,2,-1,0,3
18115,37,0,1,1,0,749,0,0,20,0,1,-1,0,3
18116,43,4,1,2,0,-8,1,0,19,8,2,-1,0,3
18117,43,4,1,2,0,2987,0,0,3,6,1,85,3,0
18118,40,4,1,1,0,9047,1,0,20,9,1,95,2,1
18119,51,10,1,2,0,174,0,1,10,5,7,-1,0,3
18120,27,1,2,1,0,446,1,0,2,6,1,-1,0,3
18121,31,1,1,1,0,631,1,0,22,8,4,-1,0,3
18122,51,4,1,1,0,1161,1,0,4,8,1,-1,0,3
18123,54,1,0,1,0,1613,1,0,6,5,3,-1,0,3
18124,56,4,1,0,0,31,1,0,11,8,2,-1,0,3
18125,42,1,0,1,0,1037,0,0,4,6,1,-1,0,3
18126,36,0,2,2,0,994,0,0,4,3,1,176,5,0
18127,50,4,1,2,0,5124,1,0,17,1,2,-1,0,3
18128,48,1,1,1,0,154,1,0,26,8,3,-1,0,3
18129,28,0,1,1,0,170,1,1,20,8,1,-1,0,3
18130,33,6,2,2,0,2155,0,0,16,9,1,-1,0,3
18131,42,9,1,2,0,3530,0,0,4,1,4,-1,0,3
18132,43,7,2,1,0,848,0,0,4,6,2,-1,0,3
18133,54,4,1,2,0,3795,1,1,16,9,2,119,1,0
18134,39,1,1,1,0,1165,1,0,19,0,1,-1,0,3
18135,34,6,1,2,0,7602,0,0,19,9,1,-1,0,3
18136,29,0,1,1,0,2,1,0,5,8,1,362,1,0
18137,53,6,1,2,0,20,1,0,6,1,2,-1,0,3
18138,40,7,1,1,0,1291,0,1,11,6,1,-1,0,3
18139,40,9,1,1,0,232,0,0,28,4,1,-1,0,3
18140,36,1,1,1,0,928,0,0,16,0,3,-1,0,3
18141,31,0,1,1,0,33,1,0,4,8,2,-1,0,3
18142,42,2,1,2,0,233,0,0,4,3,1,-1,0,3
18143,41,9,1,1,0,0,0,0,1,6,3,-1,0,3
18144,42,1,1,0,0,1455,1,0,1,3,2,269,2,1
18145,35,1,1,1,1,-198,1,0,8,8,2,-1,0,3
18146,36,4,1,2,0,2178,1,0,13,8,3,-1,0,3
18147,57,3,1,0,0,625,0,1,10,6,1,-1,0,3
18148,33,1,1,1,0,23,1,0,4,8,1,-1,0,3
18149,54,7,1,1,0,869,0,0,13,1,2,-1,0,3
18150,30,7,0,1,0,1336,1,0,17,8,3,355,5,0
18151,33,7,1,1,0,227,1,1,12,1,2,-1,0,3
18152,32,4,2,2,0,1804,1,0,19,6,3,-1,0,3
18153,45,9,1,2,0,285,0,0,24,1,7,-1,0,3
18154,43,7,1,0,0,2567,1,0,13,8,1,360,2,0
18155,57,4,1,2,0,17118,1,0,20,9,1,-1,0,3
18156,53,9,1,1,0,480,0,0,5,6,2,-1,0,3
18157,27,9,2,1,0,357,1,0,28,8,3,-1,0,3
18158,31,6,1,1,0,731,0,1,7,5,1,-1,0,3
18159,30,9,1,1,0,207,1,0,22,8,2,-1,0,3
18160,26,0,2,1,1,0,1,0,15,5,2,-1,0,3
18161,47,9,2,1,0,-239,1,1,6,5,3,-1,0,3
18162,54,3,0,0,0,2253,1,0,4,3,1,196,1,0
18163,55,9,1,1,0,0,1,1,19,6,1,-1,0,3
18164,58,7,1,1,0,74,0,0,28,1,2,-1,0,3
18165,45,1,1,0,0,71,1,0,15,8,2,-1,0,3
18166,47,1,1,1,0,1230,1,0,11,9,1,-1,0,3
18167,34,0,1,1,0,396,1,0,15,5,3,-1,0,3
18168,34,4,1,2,0,76,0,0,7,8,9,-1,0,3
18169,54,7,1,1,0,386,1,0,1,1,2,-1,0,3
18170,50,1,1,0,0,8000,1,0,19,1,10,-1,0,3
18171,27,1,1,1,0,484,1,0,14,8,1,361,2,0
18172,29,1,1,1,0,-49,1,1,20,5,1,-1,0,3
18173,31,4,2,2,0,12857,1,0,5,3,1,92,1,2
18174,33,0,0,1,0,-403,1,0,27,8,1,-1,0,3
18175,37,7,1,1,0,1325,0,0,2,6,3,-1,0,3
18176,56,4,1,2,0,167,1,0,6,0,1,-1,0,3
18177,55,5,1,0,0,150,0,0,7,5,1,-1,0,3
18178,47,7,0,1,0,4906,1,0,13,8,1,-1,0,3
18179,47,4,0,2,0,0,0,0,27,0,2,-1,0,3
18180,38,9,1,1,0,1,1,0,20,9,5,199,1,2
18181,40,0,0,1,0,6,0,0,10,6,1,-1,0,3
18182,77,5,1,0,0,680,0,0,24,1,3,-1,0,3
18183,53,1,1,0,0,-294,1,1,30,5,22,-1,0,3
18184,50,0,2,1,0,1318,0,1,23,6,3,-1,0,3
18185,39,0,2,1,0,1661,0,1,7,5,1,-1,0,3
18186,36,4,2,2,0,4,1,0,6,5,1,61,3,2
18187,43,1,2,0,0,999,1,0,11,6,1,-1,0,3
18188,43,9,2,1,0,33,1,0,26,8,10,-1,0,3
18189,59,4,0,0,0,133,1,0,8,5,1,-1,0,3
18190,36,4,1,2,0,2183,1,0,25,0,2,-1,0,3
18191,37,4,1,2,0,0,1,0,2,6,13,-1,0,3
18192,57,4,1,2,0,779,1,0,6,8,1,367,1,0
18193,57,1,1,0,0,3109,0,0,1,6,2,-1,0,3
18194,31,4,1,2,0,859,1,1,3,1,3,-1,0,3
18195,28,9,1,1,0,1086,1,0,19,0,3,-1,0,3
18196,33,1,1,0,0,324,1,0,12,8,2,-1,0,3
18197,38,4,2,2,0,2357,1,0,20,5,1,-1,0,3
18198,35,9,2,1,1,0,0,0,24,5,3,-1,0,3
18199,60,4,0,0,0,38,1,0,14,8,4,-1,0,3
18200,36,4,1,2,0,2660,0,0,5,1,2,-1,0,3
18201,53,9,2,2,0,757,1,0,6,8,2,-1,0,3
18202,43,4,1,2,0,1258,0,0,19,10,1,-1,0,3
18203,53,3,1,1,0,1060,0,0,16,6,4,-1,0,3
18204,42,10,0,1,0,1713,1,0,29,8,2,-1,0,3
18205,34,4,2,2,0,436,0,0,25,1,2,-1,0,3
18206,26,9,2,2,0,192,1,0,14,8,1,-1,0,3
18207,42,4,2,2,0,328,1,1,16,9,1,-1,0,3
18208,28,10,1,0,0,7459,1,0,1,3,5,269,2,0
18209,35,1,1,1,0,1207,1,0,16,0,2,331,1,2
18210,47,7,1,0,0,675,0,0,6,1,2,-1,0,3
18211,34,1,2,1,0,855,1,0,15,5,1,-1,0,3
18212,29,1,2,1,0,1232,1,0,15,0,1,316,2,0
18213,55,4,1,2,0,42,1,0,10,8,2,-1,0,3
18214,37,9,2,2,0,5122,1,0,19,8,1,-1,0,3
18215,59,1,0,0,0,867,1,0,23,5,1,-1,0,3
18216,35,9,2,1,0,1501,1,0,14,8,1,357,1,1
18217,44,2,1,2,0,1080,0,1,3,5,3,-1,0,3
18218,52,0,1,0,0,64,0,0,19,6,5,-1,0,3
18219,40,9,1,1,0,7313,1,0,17,9,2,182,1,0
18220,27,1,1,0,0,1535,1,0,14,8,1,-1,0,3
18221,60,0,0,1,0,12039,0,0,11,10,1,187,1,2
18222,25,7,1,1,0,-454,1,0,11,8,1,-1,0,3
18223,54,4,0,2,0,2079,0,1,24,5,1,-1,0,3
18224,30,4,1,2,0,359,0,0,3,7,2,-1,0,3
18225,41,1,0,1,0,793,1,0,14,8,1,365,1,0
18226,37,0,1,0,0,7208,0,0,15,6,1,-1,0,3
18227,28,3,1,0,0,5,0,0,27,4,1,-1,0,3
18228,44,1,1,1,0,1340,1,0,12,8,1,-1,0,3
18229,28,7,1,2,0,599,1,0,28,5,5,-1,0,3
18230,48,4,1,2,0,7825,0,0,20,9,5,-1,0,3
18231,31,9,0,2,0,2287,1,0,20,8,1,-1,0,3
18232,30,8,2,1,0,948,1,0,10,8,1,370,2,0
18233,32,1,1,1,0,523,1,0,22,8,5,-1,0,3
18234,32,4,1,2,0,141,1,0,3,8,3,89,9,2
18235,38,1,1,1,0,1005,0,0,19,6,12,-1,0,3
18236,51,6,1,0,0,10,0,0,5,6,3,-1,0,3
18237,55,7,0,1,1,-404,1,0,21,5,3,-1,0,3
18238,35,1,1,1,0,911,1,0,19,9,2,181,5,1
18239,32,1,1,1,0,485,1,0,11,8,2,-1,0,3
18240,33,1,1,1,0,25,1,0,22,8,3,-1,0,3
18241,27,4,1,2,0,312,0,0,4,3,1,-1,0,3
18242,36,3,1,0,0,-125,0,1,5,3,2,-1,0,3
18243,42,9,1,2,0,1189,0,0,4,6,3,-1,0,3
18244,52,4,2,2,0,2076,1,0,28,8,1,-1,0,3
18245,51,2,1,2,0,209,0,0,28,5,2,-1,0,3
18246,30,9,1,2,0,1045,0,0,10,1,4,-1,0,3
18247,33,0,2,2,0,490,1,0,6,8,1,363,2,0
18248,30,9,2,1,0,2734,0,0,20,9,3,-1,0,3
18249,31,4,0,1,0,0,1,0,14,5,7,-1,0,3
18250,35,9,2,2,0,59,1,0,27,8,3,-1,0,3
18251,54,9,1,1,0,827,0,1,19,6,2,-1,0,3
18252,31,1,2,1,0,823,1,1,6,0,1,-1,0,3
18253,28,10,1,1,0,863,1,1,26,8,1,-1,0,3
18254,36,0,1,1,0,3308,0,1,30,5,2,-1,0,3
18255,45,7,2,1,0,1515,0,0,19,6,4,-1,0,3
18256,38,4,1,1,0,242,0,0,16,9,2,-1,0,3
18257,33,7,1,1,0,554,1,0,28,4,2,258,1,1
18258,34,6,2,2,0,366,1,0,7,8,4,-1,0,3
18259,58,3,1,1,0,4840,0,0,10,6,1,-1,0,3
18260,30,9,2,2,0,190,1,0,27,5,3,-1,0,3
18261,39,1,1,0,0,2003,1,0,20,8,2,-1,0,3
18262,30,8,1,2,0,324,0,0,24,1,4,-1,0,3
18263,37,1,1,0,0,5,1,0,22,8,2,-1,0,3
18264,49,9,1,1,0,25,1,1,18,1,2,-1,0,3
18265,40,0,1,0,0,129,1,0,11,8,3,-1,0,3
18266,60,10,1,0,0,0,0,0,21,5,1,412,1,1
18267,55,0,1,1,0,183,1,0,5,8,1,-1,0,3
18268,33,4,0,2,0,893,1,0,14,8,9,-1,0,3
18269,32,9,2,1,0,309,1,1,15,0,1,234,3,0
18270,33,0,1,2,0,882,0,0,21,0,1,183,4,0
18271,57,5,1,3,0,1621,1,0,18,6,1,-1,0,3
18272,57,0,0,0,0,179,1,0,14,8,1,368,2,0
18273,53,2,0,2,0,196,1,0,15,6,7,-1,0,3
18274,38,1,1,1,0,2008,1,0,17,9,1,-1,0,3
18275,54,0,1,1,0,812,1,1,30,5,6,-1,0,3
18276,50,9,1,1,0,1093,1,0,29,8,1,-1,0,3
18277,46,1,1,1,0,1728,1,0,25,8,2,-1,0,3
18278,33,7,1,1,0,0,1,1,30,5,29,-1,0,3
18279,34,7,1,1,0,334,1,0,16,0,2,318,1,0
18280,29,4,1,2,0,125,0,0,29,0,2,-1,0,3
18281,42,0,2,1,0,506,1,1,2,5,2,-1,0,3
18282,50,7,1,1,0,128,0,0,18,1,1,-1,0,3
18283,54,6,1,1,0,2191,1,0,30,5,6,-1,0,3
18284,33,7,2,1,0,3269,0,1,17,5,1,-1,0,3
18285,35,1,1,0,0,46,0,0,7,5,3,-1,0,3
18286,44,9,1,1,0,608,0,0,25,1,2,-1,0,3
18287,29,7,1,1,0,13,0,0,9,5,1,-1,0,3
18288,39,7,1,1,0,0,1,0,19,8,2,-1,0,3
18289,27,9,2,1,0,18,0,0,28,4,3,-1,0,3
18290,32,1,1,1,0,3228,1,0,18,9,3,-1,0,3
18291,55,1,1,0,0,1649,1,0,11,8,3,-1,0,3
18292,50,1,1,1,0,1985,1,0,1,6,2,-1,0,3
18293,32,7,2,1,0,0,0,1,10,5,2,-1,0,3
18294,31,0,1,1,0,1331,1,0,10,8,2,-1,0,3
18295,39,1,1,1,0,1102,1,0,14,8,1,357,3,0
18296,39,1,1,0,0,2805,1,0,25,8,23,-1,0,3
18297,39,1,1,1,0,860,1,0,7,8,1,-1,0,3
18298,22,8,2,3,0,1,0,0,14,6,4,-1,0,3
18299,29,9,2,2,0,1669,0,0,29,0,1,86,1,2
18300,34,4,1,2,0,133,1,0,7,8,1,-1,0,3
18301,33,9,0,1,0,1480,1,0,4,8,1,-1,0,3
18302,39,9,1,1,0,133,1,0,13,8,4,352,4,1
18303,27,7,2,1,0,3977,0,0,5,3,2,-1,0,3
18304,43,3,1,0,0,18,1,1,14,8,3,-1,0,3
18305,40,0,0,1,0,-541,1,1,27,8,4,-1,0,3
18306,33,1,2,1,1,-60,0,0,5,8,1,-1,0,3
18307,33,8,2,3,0,2321,0,0,1,1,1,109,4,0
18308,32,4,2,2,0,135,1,1,17,9,1,-1,0,3
18309,58,5,1,0,1,-235,0,1,26,8,2,-1,0,3
18310,40,7,1,1,0,0,0,0,11,6,2,-1,0,3
18311,58,5,1,0,0,1351,1,0,16,0,3,-1,0,3
18312,25,9,2,1,0,-55,1,1,6,5,1,-1,0,3
18313,48,1,1,1,0,1794,1,1,7,8,1,343,2,0
18314,37,4,1,2,0,5016,0,0,7,1,1,-1,0,3
18315,27,0,2,3,0,5,1,0,16,5,2,-1,0,3
18316,37,0,2,2,0,0,1,0,4,8,2,-1,0,3
18317,46,0,2,1,0,849,1,0,4,6,2,-1,0,3
18318,36,9,0,1,0,1285,0,0,29,8,2,-1,0,3
18319,60,5,2,1,0,-330,0,1,21,5,6,-1,0,3
18320,42,9,0,1,0,305,1,0,27,1,4,-1,0,3
18321,35,6,2,2,0,329,1,0,19,0,7,-1,0,3
18322,32,9,1,1,0,765,1,1,13,0,2,-1,0,3
18323,29,1,1,1,0,-312,1,1,13,8,2,-1,0,3
18324,39,0,1,1,0,2319,0,0,20,9,1,137,1,0
18325,39,3,1,0,0,2460,0,0,10,5,3,-1,0,3
18326,35,7,1,1,0,1047,1,0,19,0,2,-1,0,3
18327,44,1,1,1,0,0,0,0,4,8,2,-1,0,3
18328,55,5,0,1,0,2204,0,0,21,3,1,264,1,0
18329,49,6,1,1,0,294,1,0,1,6,3,-1,0,3
18330,43,9,1,1,0,481,0,0,19,1,2,-1,0,3
18331,38,6,1,2,0,327,1,0,5,8,2,-1,0,3
18332,40,9,2,1,0,2017,1,0,27,4,1,244,1,1
18333,34,1,2,1,0,341,1,0,7,8,1,-1,0,3
18334,34,4,1,2,1,38,0,0,7,1,11,-1,0,3
18335,37,10,2,1,0,1354,1,0,3,6,4,-1,0,3
18336,28,9,2,1,0,5763,0,1,4,7,2,-1,0,3
18337,59,2,1,0,0,222,0,0,17,9,1,-1,0,3
18338,50,4,2,3,0,4666,0,0,18,9,3,166,3,1
18339,47,4,1,2,0,761,1,0,10,5,2,-1,0,3
18340,30,9,2,1,0,790,0,0,19,1,3,-1,0,3
18341,42,10,2,1,0,139,1,0,4,3,2,-1,0,3
18342,47,4,1,2,0,4495,0,0,6,1,8,-1,0,3
18343,36,1,2,1,0,2962,1,1,15,6,2,-1,0,3
18344,42,4,1,2,0,3841,1,0,24,5,2,-1,0,3
18345,47,11,1,3,0,8,0,0,25,8,1,-1,0,3
18346,26,1,2,1,0,2,1,0,6,8,1,-1,0,3
18347,40,7,0,3,0,4384,1,0,4,8,1,-1,0,3
18348,40,6,0,2,0,4647,1,0,7,8,2,-1,0,3
18349,75,5,1,1,0,291,0,0,11,1,1,182,2,2
18350,37,4,2,2,0,493,1,0,8,8,7,-1,0,3
18351,20,8,2,1,0,1681,0,0,15,0,1,-1,0,3
18352,31,7,1,1,0,1020,1,0,18,9,6,-1,0,3
18353,37,9,1,1,0,807,1,0,20,9,4,-1,0,3
18354,43,0,2,1,0,375,0,1,4,3,2,199,4,0
18355,34,1,2,1,0,0,1,0,19,0,1,-1,0,3
18356,23,8,2,3,0,2530,0,0,11,8,1,-1,0,3
18357,43,1,1,1,0,-509,1,0,5,8,1,-1,0,3
18358,26,4,1,2,0,17,0,1,10,5,1,-1,0,3
18359,80,5,1,0,0,2954,0,0,24,11,1,-1,0,3
18360,55,0,2,1,0,1854,1,0,29,8,2,-1,0,3
18361,29,1,1,0,0,79,1,0,26,8,2,-1,0,3
18362,36,1,2,1,0,3254,1,0,27,8,3,-1,0,3
18363,33,4,1,2,0,1808,0,0,27,2,3,-1,0,3
18364,38,7,1,1,0,5,0,0,4,6,2,-1,0,3
18365,34,1,1,0,0,157,1,0,22,8,17,-1,0,3
18366,42,1,1,1,0,597,1,0,14,8,1,-1,0,3
18367,67,5,1,3,0,696,0,0,3,8,2,-1,0,3
18368,40,0,2,2,0,1005,1,0,20,5,1,-1,0,3
18369,29,1,2,1,0,770,1,0,16,0,1,-1,0,3
18370,63,9,1,1,0,973,0,0,24,3,1,388,1,2
18371,30,4,1,1,1,471,1,0,25,1,4,-1,0,3
18372,58,7,0,1,0,1109,1,1,6,8,1,-1,0,3
18373,44,4,1,0,0,1880,1,0,17,9,1,124,6,0
18374,43,1,2,0,0,0,0,0,8,5,1,-1,0,3
18375,59,3,0,0,0,3180,0,0,5,6,1,-1,0,3
18376,28,7,2,1,0,2385,1,0,3,6,2,-1,0,3
18377,38,9,0,1,0,-453,0,1,26,1,9,-1,0,3
18378,49,1,1,1,0,611,1,1,13,8,1,-1,0,3
18379,44,9,2,1,0,285,1,0,11,8,3,-1,0,3
18380,29,1,1,1,0,59,1,1,13,8,3,356,2,0
18381,40,9,1,2,0,-1779,1,1,17,6,2,-1,0,3
18382,35,1,1,1,0,137,0,1,3,10,1,808,12,0
18383,31,7,2,1,0,0,1,0,25,8,2,-1,0,3
18384,36,10,2,1,0,1806,1,0,10,8,6,-1,0,3
18385,42,7,1,0,0,91,1,0,28,8,7,-1,0,3
18386,26,0,2,1,0,0,1,0,12,8,3,-1,0,3
18387,34,1,1,1,0,1226,1,0,16,0,1,-1,0,3
18388,44,4,1,2,0,1858,0,0,5,1,4,-1,0,3
18389,39,1,1,1,0,280,1,0,1,6,3,-1,0,3
18390,52,3,1,0,0,0,0,1,8,5,1,-1,0,3
18391,35,1,1,1,0,612,1,0,13,8,4,-1,0,3
18392,46,6,1,1,0,716,0,0,5,1,2,-1,0,3
18393,38,6,1,1,0,-17,1,0,16,0,3,326,1,1
18394,58,10,1,1,0,68,0,0,25,8,2,-1,0,3
18395,31,8,1,1,0,200,1,0,3,8,5,-1,0,3
18396,37,0,0,1,0,1573,1,0,11,8,3,326,10,0
18397,43,4,0,1,0,130,1,0,4,6,3,-1,0,3
18398,46,6,1,2,0,-80,1,0,11,8,2,-1,0,3
18399,26,1,2,1,0,5005,0,1,2,0,1,-1,0,3
18400,77,5,1,1,0,4112,0,0,25,4,1,95,2,2
18401,31,4,2,2,0,924,0,0,4,6,2,98,1,2
18402,31,1,1,0,0,81,1,0,12,8,4,-1,0,3
18403,44,1,0,0,0,68,1,0,26,8,1,-1,0,3
18404,32,9,2,1,0,554,0,0,6,1,3,-1,0,3
18405,35,1,1,0,0,0,0,0,20,5,3,-1,0,3
18406,34,1,1,0,0,267,1,0,6,8,1,-1,0,3
18407,28,6,2,2,0,222,1,0,19,0,5,-1,0,3
18408,60,9,0,1,0,0,0,0,5,6,1,-1,0,3
18409,38,6,1,1,0,854,1,1,27,2,2,-1,0,3
18410,38,1,1,0,0,1679,1,0,19,6,18,-1,0,3
18411,60,5,2,1,0,-14,1,0,19,8,3,-1,0,3
18412,38,9,2,1,0,0,1,0,5,6,1,-1,0,3
18413,38,4,1,3,0,3576,0,0,25,8,1,-1,0,3
18414,45,0,1,1,0,0,1,1,3,1,2,-1,0,3
18415,50,0,0,1,1,2405,1,0,5,8,1,287,8,0
18416,27,0,1,1,0,-435,0,0,2,5,2,-1,0,3
18417,34,9,2,1,0,49,0,0,6,8,1,351,1,0
18418,34,0,1,0,0,0,1,1,13,8,1,-1,0,3
18419,46,7,1,1,0,198,0,1,4,6,1,-1,0,3
18420,45,0,1,1,0,149,1,0,22,8,3,-1,0,3
18421,39,0,1,1,0,26233,0,0,1,10,1,-1,0,3
18422,43,4,1,2,0,1429,1,0,18,9,1,198,2,1
18423,34,0,1,1,0,79,1,0,22,8,1,-1,0,3
18424,27,1,2,1,0,381,1,0,17,8,1,-1,0,3
18425,30,7,2,1,0,194,1,0,11,8,3,301,3,1
18426,46,7,1,0,0,437,1,0,12,8,3,-1,0,3
18427,49,9,1,1,0,305,0,0,29,0,1,-1,0,3
18428,32,1,1,1,0,300,0,0,5,3,2,-1,0,3
18429,26,0,1,1,0,1417,1,0,5,6,3,-1,0,3
18430,46,4,1,2,0,2199,0,0,26,8,1,-1,0,3
18431,56,0,1,1,0,2146,0,1,8,6,1,-1,0,3
18432,35,7,1,1,0,39,0,0,6,8,1,-1,0,3
18433,31,0,2,1,0,620,0,0,8,8,3,-1,0,3
18434,45,4,1,2,0,-642,0,0,4,1,4,-1,0,3
18435,30,0,0,1,0,891,0,0,14,8,2,368,1,0
18436,55,5,1,1,0,102,1,0,6,8,1,-1,0,3
18437,53,9,1,3,0,619,0,0,16,6,6,-1,0,3
18438,35,4,1,2,0,1613,1,0,17,9,1,-1,0,3
18439,45,0,0,0,0,429,1,0,21,0,1,181,1,2
18440,36,0,2,1,0,9,1,0,6,8,2,-1,0,3
18441,32,9,1,1,0,580,1,0,17,8,4,279,2,1
18442,52,10,0,1,0,4,0,1,17,9,1,-1,0,3
18443,31,9,2,1,0,4105,0,0,29,0,1,-1,0,3
18444,26,4,2,1,0,-38,0,0,21,5,2,-1,0,3
18445,35,4,1,2,0,0,0,0,10,5,1,-1,0,3
18446,55,5,1,0,0,159,1,1,22,5,1,-1,0,3
18447,53,0,2,1,0,2398,1,0,2,3,1,92,1,2
18448,31,1,2,1,0,23,0,0,20,9,1,-1,0,3
18449,56,4,1,0,0,199,1,1,3,3,2,209,1,0
18450,26,8,2,1,0,2469,0,0,1,3,1,-1,0,3
18451,48,10,0,0,0,840,0,0,27,4,1,-1,0,3
18452,27,1,1,1,0,61,1,0,18,6,1,-1,0,3
18453,25,10,1,2,0,118,0,1,9,5,1,-1,0,3
18454,30,1,2,1,0,1598,1,0,9,5,1,-1,0,3
18455,30,1,1,1,0,-2,1,0,8,8,2,-1,0,3
18456,58,11,1,3,0,219,0,0,17,6,1,-1,0,3
18457,31,4,2,1,0,0,0,0,17,1,7,-1,0,3
18458,38,1,1,0,0,346,0,0,5,3,3,9,3,1
18459,65,10,1,1,0,3195,0,0,1,7,1,-1,0,3
18460,36,2,1,2,0,-502,1,0,19,0,4,-1,0,3
18461,53,1,0,0,0,-1,1,0,1,3,3,5,1,1
18462,39,0,2,1,0,782,1,0,19,9,3,-1,0,3
18463,57,4,0,2,0,909,1,0,24,5,2,-1,0,3
18464,33,4,1,2,0,1138,0,0,27,1,4,-1,0,3
18465,27,0,1,2,0,565,1,0,1,5,1,-1,0,3
18466,47,7,1,1,0,1717,0,0,19,1,9,-1,0,3
18467,48,1,1,0,0,2227,0,0,17,1,12,-1,0,3
18468,32,0,0,2,0,-2,1,0,5,8,3,168,1,0
18469,42,1,1,0,0,161,1,0,19,6,3,-1,0,3
18470,34,9,1,1,0,159,1,0,17,10,1,-1,0,3
18471,33,9,1,2,0,1699,0,0,3,1,1,-1,0,3
18472,55,1,1,0,0,2171,0,0,4,6,2,-1,0,3
18473,40,0,0,1,0,2550,1,0,1,6,2,-1,0,3
18474,36,4,1,2,0,11675,1,0,19,9,1,-1,0,3
18475,48,0,1,1,0,155,0,0,10,6,3,-1,0,3
18476,61,3,1,2,0,1389,0,0,7,0,1,-1,0,3
18477,39,1,1,1,0,5853,1,0,20,8,2,-1,0,3
18478,55,6,1,1,0,39,0,0,16,6,1,-1,0,3
18479,32,4,2,2,0,2465,0,0,12,1,1,-1,0,3
